Date,Time Start,Time End ,Duration,GPS_File,Purpose
2/13/2023,9:05,11:43,2:37,20230213.gpx,"Joined by W. Lance Roth (WLR).

GPS track is combined with other effort from today."
2/8/2023,9:20,12:32,3:12,20230208.gpx,
2/7/2023,15:54,19:22,3:28,20230207.gpx,End effort needs to be adjusted. Incorrect end time and date
2/6/2023,14:02,15:30,1:28,20230206.gpx,GPS track is combined with other effort from today.
2/6/2023,8:43,10:15,1:32,20230206.gpx,GPS track is combined with other effort from today.
2/5/2023,10:27,14:41,4:14,20230205.gpx,
2/4/2023,8:54,16:44,7:50,20230204.gpx,"Tagging. 

Joined by Darren Roberts (DR). Zodiac with 3 aboard assisting with operations."
2/2/2023,10:55,12:28,1:33,20230202.gpx,
1/30/2023,13:19,17:11,3:52,20230130.gpx,
1/27/2023,15:37,17:57,2:20,20230127_2.gpx,
1/27/2023,9:32,12:37,3:04,20230127_1.gpx,
1/26/2023,13:15,17:43,4:28,20230126.gpx,"On Humble at 1530. Off Humble 1620.

GPS track is combined with other effort from today."
1/26/2023,9:54,11:11,1:17,20230126.gpx,GPS track is combined with other effort from today.
1/25/2023,13:52,17:38,3:45,20230125.gpx,"Joined by Matt Breece (MB).

GPS track is combined with other effort from today."
1/25/2023,11:24,12:00,0:36,20230125.gpx,"AM6 mooring deployment. No whale effort.

GPS track is combined with other effort from today."
1/23/2023,13:42,17:37,3:54,20230123.gpx,GPS track is combined with other effort from today.
1/23/2023,8:20,11:32,3:11,20230123.gpx,GPS track is combined with other effort from today.
1/20/2023,15:35,17:26,1:51,20230120_2.gpx,Joined by Matt Breece (MB).
1/20/2023,9:22,12:11,2:49,20230120_1.gpx,
1/13/2023,8:51,11:37,2:46,20230113_1.gpx,Joined by Matt Breece (MB).
1/11/2023,13:34,17:01,3:26,20230111.gpx,
1/9/2023,9:51,11:57,2:05,20230109_1.gpx,
1/4/2023,13:23,17:45,4:22,20230104_1.gpx,
1/3/2023,14:56,17:00,2:04,20230103_2.gpx,
1/3/2023,9:56,12:08,2:12,20230103_1.gpx,
1/2/2023,13:56,15:45,1:48,20230102_2.gpx,
1/2/2023,8:53,11:33,2:39,20230102_1.gpx,Recovered acoustic mooring AM4 and worked on two groups of three humpbacks performing bubble nettings
